id,nombre,estado,especie,origen,ubicacion,episodios,fecha_creacion
4541,Birdperson,???,---,Abadango,Anatomy Park,S03E04|S04E02,
1073,Beth Smith,,Human,N/A,---,"S02E08,S05E08,S02E04,S03E06",11-22-2022
2168,Squanchy,alive,---,Citadel of Ricks &amp; Mortys,Citadel of Ricks,"S03E09,S03E07,S05E04",INVALID_DATE_2026
3285,PICKLE RICK,ALIVE, Alien,Abadango,Citadel of Ricks,"['S05E01', 'S01E02', 'S02E09']",
6593,Morty Smith,NULL,Alien  ,Abadango,NULL,"S01E02,S05E05",NOT_A_DATE
5626,Beth Smith,alive,  ---#VALUE!  ,Citadel of Ricks &amp; Mortys,Gazorpazorp,S01E09|S02E02,01/02/2020
4857,Pickle Rick,Dead,Unkn0wn,,Citadel of Ricks,['S02E08'],INVALID_DATE_2026
1388,Beth Smith,UNKNOWN,  Unkn0wnÃ¡  ,N/A,---,S05E06,2024-10-02T12:00:00.000000Z
4153,Rick Sanchez,dead,Human,Earth (Replacement Dimension),Citadel of Ricks,"['S02E01', 'S01E05', 'S04E07']",12/08/2021
3415,Pickle Rick,ALIVE,Alien  ,Abadango,Earth (C-137),S01E08,19/07/2018
714,Morty Smith,,robot,Signus 5,Planet Squanch,S03E08,
6422,JERRY SMITH,None,robot,N/A,Planet Squanch,S04E09,2023-05-25T12:00:00.000000Z
3718,  Summer Smith!!  ,N/A,human,Earth (C-137),---,"['S01E07', 'S05E02']",
4474,Summer Smith,ALIVE, Alien,Citadel of Ricks &amp; Mortys,---,S04E01|S03E08|S05E08,09-13-2022
95,Summer Smith,UNKNOWN, Alien,N/A,NULL,"S01E07,S03E06",
6742,Meeseeks,None, alien,Abadango,Earth (C-137),"['S03E08', 'S05E06', 'S01E07', 'S04E01']",24/07/2020
6600,Summer Smith,DEAD,---,Citadel of Ricks &amp; Mortys,Anatomy Park,"S02E01,S05E08",
5968,Evil Morty,, Alien,Earth (Replacement Dimension),Citadel of Ricks,"S03E03,S05E08,S04E08",
1938,jerry smith,NULL,Cronenberg,Citadel of Ricks &amp; Mortys,Earth (C-137),['S04E08'],2024-11-23
5909,SQUANCHY,unknown,human,Earth (Replacement Dimension),NULL,S05E02|S05E01|S04E02,
2468,Evil Morty,dead,ROBOT,,Planet Squanch,S05E03,2024-11-08T12:00:00.000000Z
2525,MORTY SMITH,N/A, Alien,Earth (Replacement Dimension),Planet Squanch,['S01E08'],2017-09-12T12:00:00.000000Z
1254,Jerry Smith,N/A,unkn0wn,unknown,Anatomy Park,"S01E03,S03E05",2018-06-15T12:00:00.000000Z
5479,Pickle Rick,alive,  Cronenberg&#39;  ,Signus 5,Planet Squanch,"S01E05,S01E02,S04E08,S01E02",
4364,Squanchy,,Cronenberg,Earth (C-137),---,S03E07|S01E07|S05E06,INVALID_DATE_2026
1195,Evil Morty,???,Alien  ,Signus 5,---,S03E07|S02E06|S01E04|S05E03,2021-05-21
7177,Rick Sanchez,ALIVE,  Mythological Creature	  ,unknown,Planet Squanch,S03E09|S04E07|S05E05,
2286,beth smith,dead,Alien  ,Earth (Replacement Dimension),Gazorpazorp,S05E04|S05E05,
2850,  Beth Smith!!  ,,Robot,unknown,Earth (C-137),"['S02E03', 'S01E08', 'S01E05']",
7304,Birdperson,NULL,Robot,unknown,---,['S01E07'],2020-06-08T12:00:00.000000Z
6810,rick sanchez,Dead,---,Citadel of Ricks &amp; Mortys,Gazorpazorp,"['S03E02', 'S05E07', 'S02E05']",16/07/2021
2121,Evil Morty,???,---,Abadango,Gazorpazorp,S03E04,
4366,Birdperson,UNKNOWN,   Alienâ€  ,N/A,NULL,S05E08|S01E02|S03E04,07-18-2018
1049,squanchy,ALIVE,mythological creature,N/A,Anatomy Park,S01E03,01-04-2018
5551,Evil Morty,alive,---,,Citadel of Ricks,"['S03E01', 'S04E05', 'S02E02', 'S02E05']",NOT_A_DATE
3607,Birdperson,unknown,Unkn0wn,,Gazorpazorp,"['S01E02', 'S03E07', 'S05E05', 'S02E01']",2017-03-10
7782,Evil Morty,dead,Alien  ,Earth (C-137),---,"S02E09,S01E08",INVALID_DATE_2026
7034,evil morty,alive,Alien  ,unknown,Citadel of Ricks,"['S02E08', 'S01E03', 'S04E04', 'S05E01']",14/01/2022
1474,Jerry Smith,, Alien,Citadel of Ricks &amp; Mortys,Anatomy Park,['S04E08'],
2626,Birdperson,,---,Citadel of Ricks &amp; Mortys,Earth (C-137),"S02E09,S05E09",03/03/2018
4029,  Squanchy    ,,---,unknown,---,"S05E06,S05E08,S01E01,S05E08",
1075,Birdperson,???,---,,---,S03E03|S03E02|S05E07|S03E09,INVALID_DATE_2026
652,Rick Sanchez,NULL,human,Citadel of Ricks &amp; Mortys,Citadel of Ricks,"S04E04,S05E08,S04E03",
949,BETH SMITH,None,Alien  ,N/A,---,"S04E04,S04E01,S02E02,S05E03",08/02/2019
5668,MEESEEKS,alive,Alien  ,unknown,---,"S03E07,S05E04",2021-02-18T12:00:00.000000Z
5733,evil morty,Alive,Robot,,---,S03E05,06-19-2024
1571,Birdperson,,Alien  ,unknown,Gazorpazorp,"['S01E05', 'S03E09', 'S04E03', 'S03E09']",INVALID_DATE_2026
5575,Rick Sanchez,None,human,Citadel of Ricks &amp; Mortys,Planet Squanch,"S02E04,S03E06,S02E07",09-04-2020
3227,Summer Smith,DEAD, Alien,Signus 5,Planet Squanch,['S02E04'],2024-09-06
650,Evil Morty,,Unkn0wn,Earth (C-137),Earth (C-137),['S04E03'],
4644,evil morty,Dead,human,unknown,---,S04E07|S01E08,
6755,jerry smith,N/A,HUMAN,Signus 5,NULL,['S03E08'],
1877,Summer Smith,dead, Alien,Abadango,Gazorpazorp,"S03E06,S01E05,S02E06,S04E02",05-21-2017
7655,Meeseeks,NULL,Mythological Creature,Earth (Replacement Dimension),NULL,"['S04E02', 'S05E09', 'S03E07', 'S05E01']",NOT_A_DATE
4916,Birdperson,Alive,  humanÃ¡  ,N/A,---,S02E04|S05E02|S04E08|S02E08,05-11-2024
5512,birdperson,unknown,alien  ,Citadel of Ricks &amp; Mortys,Planet Squanch,"['S04E07', 'S03E06']",2017-04-05
5588,meeseeks,DEAD,Mythological Creature,Earth (Replacement Dimension),---,"['S05E09', 'S01E03']",2019-03-23
3037,Rick Sanchez,,  Robot	  ,Earth (C-137),Citadel of Ricks,S04E03,01-04-2020
2920,Meeseeks,Alive,HUMAN,unknown,Earth (C-137),"S02E07,S01E07",INVALID_DATE_2026
1235,Birdperson,Dead,---,N/A,Earth (C-137),"S04E03,S02E08",11-11-2017
3937,Pickle Rick,???,---,unknown,Earth (C-137),"['S04E09', 'S03E04', 'S03E04', 'S02E01']",
543,  Morty Smithâ€  ,Dead,Human,N/A,---,S02E07,2024-02-12
3746,BIRDPERSON,unknown,Mythological Creature,Earth (C-137),Citadel of Ricks,S01E06,02-07-2022
3341,  Birdperson	  ,alive,human,Abadango,Planet Squanch,S03E07,06-26-2022
5685,birdperson,???,Alien  ,unknown,Planet Squanch,S02E03,12-07-2018
2179,EVIL MORTY,N/A,Cronenberg,Earth (Replacement Dimension),---,['S04E09'],INVALID_DATE_2026
7653,Birdperson,???,human,Earth (Replacement Dimension),NULL,S05E03,
2440,Squanchy,dead,Human,unknown,Anatomy Park,"['S03E07', 'S01E07']",
6070,Rick Sanchez,UNKNOWN,Cronenberg,Abadango,Planet Squanch,S04E07|S03E03|S05E04|S03E07,2020-12-17T12:00:00.000000Z
4301,squanchy,dead,Cronenberg,Earth (C-137),Earth (C-137),S04E08,2020-05-04T12:00:00.000000Z
2746,beth smith,None,mythological creature,,Planet Squanch,['S01E06'],2024-07-16
396,Rick Sanchez,ALIVE,Unkn0wn,,Gazorpazorp,S01E02,2018-01-16
7625,SUMMER SMITH,alive,Alien  ,Earth (Replacement Dimension),Citadel of Ricks,"S02E05,S03E03,S02E02",2017-09-02T12:00:00.000000Z
6552,  Birdperson!!  ,Alive,Mythological Creature,Earth (Replacement Dimension),Earth (C-137),S04E08|S04E08|S04E07,INVALID_DATE_2026
1733,summer smith,,Robot,Signus 5,Planet Squanch,"['S03E01', 'S05E08']",13/06/2024
1431,Evil Morty,dead,Human,Citadel of Ricks &amp; Mortys,Anatomy Park,S01E01,INVALID_DATE_2026
6721,Beth Smith,None,Cronenberg,Abadango,Earth (C-137),"['S03E02', 'S02E08', 'S03E08', 'S02E08']",INVALID_DATE_2026
2303,Summer Smith,NULL,human,unknown,NULL,"['S01E06', 'S05E01', 'S04E02']",
7300,Beth Smith,dead,Alien  ,Signus 5,Anatomy Park,"['S02E04', 'S01E01', 'S03E09']",
5231,SQUANCHY,NULL,Alien  ,Abadango,Citadel of Ricks,['S03E03'],12-13-2022
4425,Squanchy,ALIVE,Cronenberg,,---,S04E05|S03E08,2022-05-08
2618,Beth Smith,N/A,  Mythological Creature    ,unknown,Planet Squanch,S05E07|S01E07|S04E04|S01E08,NOT_A_DATE
2028,Birdperson,N/A,mythological creature,N/A,---,S03E08,2022-02-22T12:00:00.000000Z
7690,Jerry Smith,ALIVE,  Humanâ€  ,Earth (Replacement Dimension),Anatomy Park,"S01E06,S04E01,S02E03,S02E01",
1203,Morty Smith,DEAD, Alien,Earth (C-137),---,S01E04,
5292,EVIL MORTY,None,Human,Citadel of Ricks &amp; Mortys,---,S02E08,NOT_A_DATE
4246,Birdperson,UNKNOWN,cronenberg,Citadel of Ricks &amp; Mortys,Citadel of Ricks,S04E01,14/04/2018
7379,PICKLE RICK,None,Mythological Creature,N/A,Earth (C-137),"S03E08,S04E04",NOT_A_DATE
2303,Summer Smith,DEAD,human,unknown,---,"['S01E06', 'S05E01', 'S04E02']",
7204,  Evil Morty    ,???,Cronenberg,Abadango,Citadel of Ricks,"['S05E03', 'S03E06', 'S01E03', 'S03E07']",2022-05-28
3004,Rick Sanchez,UNKNOWN,  Cronenberg&#39;  ,N/A,Gazorpazorp,S01E01|S03E05,INVALID_DATE_2026
4894,MEESEEKS,???,Cronenberg,Earth (C-137),---,"['S04E05', 'S01E03', 'S03E03']",08/09/2017
24,Evil Morty,NULL,Mythological Creature,unknown,Anatomy Park,"['S05E09', 'S05E05', 'S02E08', 'S01E06']",
458,Meeseeks,???,Alien  ,,Earth (C-137),S02E06|S01E05,2024-09-28T12:00:00.000000Z
560,Evil Morty,unknown,human,unknown,Earth (C-137),"['S04E02', 'S05E03', 'S04E04', 'S02E09']",26/12/2022
4290,Summer Smith,alive,human,Earth (Replacement Dimension),---,['S05E02'],INVALID_DATE_2026
5168,Morty Smith,N/A,cronenberg,,Anatomy Park,"S02E09,S05E08,S03E09,S05E04",10/04/2019
1581,Evil Morty,alive,Robot,,NULL,"['S05E04', 'S03E04', 'S02E08']",2018-04-16T12:00:00.000000Z
6502,Jerry Smith,, Alien,unknown,Earth (C-137),S04E02|S04E06|S02E03,05/03/2020
344,jerry smith,alive,mythological creature,Earth (C-137),---,S05E05|S04E09|S04E04|S02E02,09-23-2019
5802,Jerry Smith,None,mythological creature,,Gazorpazorp,S04E04,2021-04-19
3779,jerry smith,???,   Alien&#39;  ,Abadango,Earth (C-137),"S05E08,S01E04,S01E06",2023-02-20
2661,SQUANCHY,???,robot,Signus 5,---,"['S05E05', 'S01E06', 'S01E07', 'S01E02']",NOT_A_DATE
3858,beth smith,,  Unkn0wnN/A  ,Earth (C-137),Planet Squanch,"S04E02,S01E07,S03E07,S04E07",2019-11-27
377,Morty Smith,ALIVE,---,Abadango,Earth (C-137),['S02E09'],2024-01-01T12:00:00.000000Z
4595,  Morty SmithN/A  ,dead,  Human!!  ,Earth (C-137),Gazorpazorp,S05E04,
6410,Squanchy,N/A,Cronenberg,unknown,---,S02E05|S04E06|S01E04|S03E04,NOT_A_DATE
2770,Squanchy,Dead,Human,Earth (Replacement Dimension),Earth (C-137),S02E08,INVALID_DATE_2026
1523,SUMMER SMITH,N/A,Alien  ,Earth (C-137),Gazorpazorp,S05E05,
3249,Jerry Smith,dead, alien,Earth (Replacement Dimension),Gazorpazorp,"['S02E07', 'S04E04', 'S03E06', 'S04E08']",NOT_A_DATE
2265,Summer Smith,ALIVE,cronenberg,N/A,Citadel of Ricks,S01E09,2019-04-11T12:00:00.000000Z
2963,evil morty,UNKNOWN,Robot,unknown,Citadel of Ricks,"['S05E03', 'S02E05', 'S04E07']",04/10/2022
6761,  Jerry SmithN/A  ,unknown,Mythological Creature,N/A,---,S01E06,NOT_A_DATE
2477,Morty Smith,, Alien,,Earth (C-137),"S03E06,S02E06,S05E02",2023-02-14
4485,Squanchy,unknown,human,Earth (C-137),Planet Squanch,"['S03E08', 'S05E09', 'S01E04', 'S02E07']",2022-01-03T12:00:00.000000Z
3412,Squanchy,dead,ALIEN  ,N/A,---,"S02E09,S02E06",09-12-2021
2307,Summer Smith,???,---,Earth (Replacement Dimension),---,S05E09,
2649,SUMMER SMITH,dead,Human,,Gazorpazorp,"['S04E08', 'S04E05']",02-03-2022
1053,Birdperson,UNKNOWN,Robot,Earth (Replacement Dimension),Earth (C-137),S04E05,
4417,Summer Smith,DEAD,robot,Earth (Replacement Dimension),Planet Squanch,S01E06,03-26-2019
3339,Morty Smith,dead, alien,Abadango,Citadel of Ricks,S05E04|S05E04|S01E01|S01E08,
4459,Squanchy,???, ALIEN,,Gazorpazorp,S03E05|S03E03|S03E07,INVALID_DATE_2026
5915,Summer Smith,,ALIEN  ,unknown,---,"S01E08,S02E08,S03E08",INVALID_DATE_2026
6265,  Rick Sanchez&#39;  ,dead,unkn0wn,Citadel of Ricks &amp; Mortys,Anatomy Park,S05E05,
3340,Pickle Rick,,Human,,NULL,S02E07,2022-05-22T12:00:00.000000Z
3751,Birdperson,,  Unkn0wn    ,Earth (C-137),---,"['S05E05', 'S04E06', 'S02E05', 'S03E06']",NOT_A_DATE
7870,  Evil MortyN/A  ,unknown,human,Earth (Replacement Dimension),---,"['S04E05', 'S04E04']",12/08/2021
1806,Squanchy,unknown, Alien,unknown,Citadel of Ricks,S03E01|S02E03|S04E09|S03E02,06/04/2024
5305,PICKLE RICK,DEAD,Alien  ,Earth (Replacement Dimension),NULL,"S03E05,S04E08",01/05/2024
495,Rick Sanchez,???,  ---&#39;  ,N/A,---,S03E06|S02E01|S05E03|S05E06,11-23-2024
4814,jerry smith,dead,Unkn0wn,Earth (C-137),NULL,S03E04|S03E09|S05E04,INVALID_DATE_2026
5457,Evil Morty,DEAD,robot,N/A,Citadel of Ricks,S04E06|S03E04,
7825,Morty Smith,NULL,human,Signus 5,NULL,"S05E07,S04E04,S02E05,S03E09",2024-10-02T12:00:00.000000Z
2086,JERRY SMITH,dead, Alien,Earth (C-137),NULL,"['S05E04', 'S02E06', 'S02E09']",06-24-2018
6912,Evil Morty,Alive, Alien,N/A,Citadel of Ricks,"['S04E05', 'S05E09', 'S04E09', 'S04E07']",06-10-2024
5500,Squanchy,dead,Cronenberg,Abadango,Citadel of Ricks,"S04E08,S03E05",04/02/2021
3294,Beth Smith,UNKNOWN,human,Abadango,---,S01E09,NOT_A_DATE
6491,  Beth SmithÃ±  ,NULL,unkn0wn,Citadel of Ricks &amp; Mortys,---,"['S01E01', 'S05E07', 'S02E08', 'S01E09']",2021-01-10T12:00:00.000000Z
421,evil morty,dead,  Human    ,Signus 5,Planet Squanch,S04E09|S03E01,INVALID_DATE_2026
5602,Birdperson,N/A,Human,Citadel of Ricks &amp; Mortys,NULL,S02E07|S05E05,2018-12-06
680,Rick Sanchez,ALIVE,Unkn0wn,Citadel of Ricks &amp; Mortys,NULL,"['S05E08', 'S04E05']",
2438,Birdperson,Alive,---,N/A,Planet Squanch,"S04E06,S03E05",2020-08-22T12:00:00.000000Z
1453,Evil Morty,None,Robot,Signus 5,Earth (C-137),"['S05E05', 'S01E02', 'S02E04', 'S03E06']",NOT_A_DATE
5229,Meeseeks,Dead,mythological creature,Earth (Replacement Dimension),NULL,"S02E08,S05E06",2019-10-02
5432,rick sanchez,Alive,robot,Earth (Replacement Dimension),Gazorpazorp,S03E02|S03E06|S01E08,2018-08-18
2699,Rick Sanchez,Dead,alien  ,N/A,---,"S01E08,S03E04,S05E07",27/12/2019
7044,Pickle Rick,Alive,  Mythological Creature	  ,Abadango,---,S04E02|S02E04|S01E06,2022-04-12
1609,Pickle Rick,Alive,HUMAN,unknown,Earth (C-137),"['S03E03', 'S04E02', 'S03E04']",NOT_A_DATE
4064,Evil Morty,NULL, Alien,Citadel of Ricks &amp; Mortys,NULL,"['S02E05', 'S03E04']",INVALID_DATE_2026
4302,  Jerry Smith	  ,Alive,human,N/A,---,S01E03|S02E06|S02E07|S02E05,04-14-2024
7009,rick sanchez,ALIVE,Human,Abadango,Anatomy Park,['S03E01'],2023-07-08T12:00:00.000000Z
4344,Morty Smith,???,  Alien  	  ,Signus 5,NULL,"['S01E02', 'S01E09']",04-03-2024
5724,  Evil Morty#VALUE!  ,dead,Cronenberg,Abadango,Citadel of Ricks,"['S02E07', 'S01E05']",
1429,Birdperson,???,Robot,Citadel of Ricks &amp; Mortys,---,"['S03E01', 'S02E02']",2021-05-08
2691,Morty Smith,NULL,Alien  ,,Gazorpazorp,"['S01E08', 'S02E09', 'S04E08', 'S05E04']",NOT_A_DATE
2812,JERRY SMITH,Dead,  RobotN/A  ,Earth (C-137),Citadel of Ricks,['S03E09'],
586,  Jerry Smith#VALUE!  ,dead,CRONENBERG,unknown,---,S02E02|S03E06|S05E01|S05E05,2018-11-27
2561,Pickle Rick,NULL,  Alien      ,Signus 5,---,['S04E02'],INVALID_DATE_2026
7649,beth smith,unknown,Cronenberg,N/A,Anatomy Park,S04E01|S02E05|S01E03,NOT_A_DATE
5499,meeseeks,Alive,human,Abadango,---,['S04E05'],05-15-2017
3261,Summer Smith,unknown,Alien  ,Earth (C-137),Planet Squanch,S03E06|S02E02|S02E04|S03E08,01-14-2018
5195,Beth Smith,,Mythological Creature,unknown,Anatomy Park,"S02E02,S01E02",25/03/2017
6789,  Evil Mortyâ€  ,UNKNOWN,Mythological Creature,Signus 5,Citadel of Ricks,S03E08|S03E07|S02E02|S05E09,INVALID_DATE_2026
845,  Jerry SmithÃ¡  ,unknown,alien  ,Earth (Replacement Dimension),Earth (C-137),"['S04E03', 'S04E07', 'S01E09', 'S03E04']",02-25-2022
4493,jerry smith,Dead,human,Earth (C-137),Citadel of Ricks,"['S02E07', 'S04E06', 'S04E08', 'S03E05']",2024-08-07T12:00:00.000000Z
6587,Meeseeks,,Human,Earth (Replacement Dimension),NULL,S03E09|S04E07|S03E08,INVALID_DATE_2026
2497,Meeseeks,UNKNOWN,---,Citadel of Ricks &amp; Mortys,---,"S04E05,S05E05,S01E07,S03E05",NOT_A_DATE
7520,  MeeseeksÃ¡  ,NULL,Alien  ,Abadango,Earth (C-137),"['S01E02', 'S03E02', 'S01E04']",
432,SUMMER SMITH,DEAD,Human,Citadel of Ricks &amp; Mortys,---,S05E08|S01E07,INVALID_DATE_2026
3114,  Evil MortyN/A  ,Dead,  RobotÃ¡  ,N/A,Gazorpazorp,"S02E06,S04E04,S04E03,S03E08",NOT_A_DATE
496,JERRY SMITH,N/A,Mythological Creature,Signus 5,NULL,"['S03E05', 'S05E05', 'S03E08']",
390,Evil Morty,Alive,Mythological Creature,Earth (C-137),Citadel of Ricks,"['S03E04', 'S05E07', 'S04E04']",12/01/2021
6358,Morty Smith,alive,Unkn0wn,Earth (C-137),---,['S01E06'],2021-06-14
6079,Jerry Smith,???,  Unkn0wn#VALUE!  ,Earth (C-137),Planet Squanch,S03E05,INVALID_DATE_2026
5869,JERRY SMITH,ALIVE,ALIEN  ,unknown,NULL,"S03E03,S03E05",12-20-2018
4779,  Rick Sanchez	  ,, Alien,,NULL,"S02E03,S03E03",06-10-2019
3120,Meeseeks,alive,Mythological Creature,Earth (C-137),Gazorpazorp,"['S05E03', 'S02E08']",05-12-2022
4518,  Meeseeksâ€  ,ALIVE,  Robot#VALUE!  ,,Citadel of Ricks,"S04E08,S03E09,S02E06",NOT_A_DATE
1630,  Summer Smith#VALUE!  ,???,Alien  ,,Earth (C-137),"S01E03,S05E07",2020-12-16
7530,morty smith,None,---,Signus 5,---,S05E08,13/08/2020
2491,Birdperson,N/A,  Robotâ€  ,Signus 5,Gazorpazorp,['S01E09'],23/06/2018
3455,Morty Smith,None,  Mythological CreatureN/A  ,Signus 5,---,S04E09,07-25-2022
5796,Morty Smith,UNKNOWN,  Unkn0wnÃ±  ,Abadango,Anatomy Park,S02E02,
5431,Birdperson,,Cronenberg,,Planet Squanch,"S04E06,S01E02",INVALID_DATE_2026
996,squanchy,unknown,Human,Abadango,NULL,"S02E03,S03E07",
4899,morty smith,Alive,ALIEN  ,unknown,---,"['S05E07', 'S02E04']",
3687,Beth Smith,N/A,  Human&#39;  ,Signus 5,Gazorpazorp,S01E08,2019-07-19
4563,Squanchy,Dead,Robot,Signus 5,---,"['S01E07', 'S03E03']",2018-12-12T12:00:00.000000Z
2060,meeseeks,UNKNOWN,human,Signus 5,Anatomy Park,"['S04E07', 'S01E09', 'S03E05']",2024-11-24T12:00:00.000000Z
6205,Squanchy,DEAD,Robot,Abadango,NULL,S05E03|S04E03|S03E02,02/02/2017
5272,Beth Smith,???,Alien  ,Citadel of Ricks &amp; Mortys,Gazorpazorp,S01E01|S04E06,NOT_A_DATE
7665,jerry smith,???,  Robot&#39;  ,Earth (C-137),NULL,S03E01|S04E09|S02E01,2022-08-06
1734,Summer Smith,UNKNOWN,Cronenberg,Abadango,---,"['S03E07', 'S04E05', 'S02E02']",INVALID_DATE_2026
6919,Meeseeks,dead,  HumanN/A  ,Signus 5,NULL,"['S05E07', 'S01E07']",
3702,Meeseeks,N/A, Alien,Abadango,Planet Squanch,"['S04E08', 'S02E02', 'S05E01']",25/07/2018
7667,Squanchy,NULL,Unkn0wn,Earth (C-137),Gazorpazorp,"['S01E01', 'S03E08', 'S04E06', 'S02E09']",NOT_A_DATE
6407,Jerry Smith,unknown,---,unknown,---,"['S01E05', 'S05E07']",INVALID_DATE_2026
6523,pickle rick,Alive,  Cronenbergâ€  ,Abadango,NULL,S03E05,INVALID_DATE_2026
1456,Morty Smith,Dead,Alien  ,Abadango,NULL,"['S03E09', 'S02E04', 'S04E08']",NOT_A_DATE
3398,meeseeks,dead,human,Earth (Replacement Dimension),Anatomy Park,S01E02,NOT_A_DATE
6514,BETH SMITH,None,---,Earth (Replacement Dimension),NULL,"['S04E01', 'S04E07', 'S05E01', 'S03E02']",2017-04-23T12:00:00.000000Z
2454,birdperson,UNKNOWN, alien,Abadango,NULL,"S01E09,S04E08",NOT_A_DATE
3328,Birdperson,,Robot,Abadango,Earth (C-137),"S02E08,S02E09,S04E02",2023-04-26
3973,Beth Smith,Alive, Alien,Abadango,Anatomy Park,"S02E02,S05E07,S03E03",18/09/2018
7292,birdperson,dead,  Cronenberg#VALUE!  ,unknown,Planet Squanch,"S01E05,S01E04,S04E06,S01E02",
4024,  Pickle Rickâ€  ,None,MYTHOLOGICAL CREATURE,,---,"S03E04,S03E03,S03E01",24/02/2024
2463,Squanchy,UNKNOWN,UNKN0WN,,Earth (C-137),"S03E06,S01E03",04-15-2019
6843,summer smith,Dead,human,Signus 5,Earth (C-137),"S05E05,S05E03,S02E01",17/07/2023
7987,Summer Smith,N/A,Alien  ,unknown,NULL,S01E06|S02E04|S02E09,2021-07-05T12:00:00.000000Z
1567,Morty Smith,ALIVE, alien,unknown,Planet Squanch,['S01E03'],2023-11-20
2833,Jerry Smith,???,Robot,Earth (C-137),Anatomy Park,"S04E03,S01E03",
70,Beth Smith,DEAD,robot,Signus 5,Earth (C-137),"['S04E08', 'S02E07', 'S01E06']",
4701,Birdperson,Alive,  Alien  !!  ,N/A,---,"S05E03,S03E08,S02E02,S04E05",
2992,  Pickle Rick!!  ,dead,Mythological Creature,N/A,Anatomy Park,"['S02E06', 'S02E02']",INVALID_DATE_2026
498,Summer Smith,NULL,HUMAN,Earth (Replacement Dimension),Anatomy Park,S04E01|S03E07,08-21-2017
944,Rick Sanchez,Dead,human,,---,"S03E05,S05E06",2022-01-25T12:00:00.000000Z
2035,Beth Smith,UNKNOWN,Human,N/A,---,"S02E02,S05E01,S03E07,S03E03",07-11-2017
1574,  BirdpersonÃ¡  ,None,MYTHOLOGICAL CREATURE,Earth (C-137),Planet Squanch,"['S01E09', 'S01E03']",
5961,Pickle Rick,,  human    ,Earth (Replacement Dimension),Planet Squanch,['S04E08'],
2349,morty smith,DEAD,Mythological Creature,,Citadel of Ricks,S05E06,03-08-2017
1771,summer smith,,   Alien!!  ,unknown,Anatomy Park,S02E04|S03E04|S01E03|S04E03,NOT_A_DATE
5490,MEESEEKS,NULL,Cronenberg,unknown,Anatomy Park,S05E01|S03E04,
752,  Summer SmithÃ¡  ,,Mythological Creature,N/A,Anatomy Park,"S03E07,S05E04",
3134,Squanchy,None,human,Earth (Replacement Dimension),Earth (C-137),S04E06|S05E06,NOT_A_DATE
7056,Rick Sanchez,???,Alien  ,Signus 5,Earth (C-137),"S03E03,S04E03",01-17-2022
5207,  Rick SanchezÃ¡  ,,Human,Citadel of Ricks &amp; Mortys,---,S04E08,INVALID_DATE_2026
5364,  Pickle Rick!!  ,N/A,human,Citadel of Ricks &amp; Mortys,---,"S04E02,S01E02",2024-02-04T12:00:00.000000Z
434,  Beth SmithÃ¡  ,, Alien,Earth (Replacement Dimension),Gazorpazorp,S02E04|S05E09|S05E04|S03E01,2019-01-19
1376,Evil Morty,NULL, Alien,Citadel of Ricks &amp; Mortys,NULL,"S04E03,S02E08,S05E06",09/07/2020
4527,BIRDPERSON,ALIVE,UNKN0WN,,Citadel of Ricks,"S04E09,S04E05",
3009,SQUANCHY,Alive,Human,,Citadel of Ricks,"S03E03,S01E09",02-24-2023
1112,Beth Smith,unknown,Unkn0wn,Citadel of Ricks &amp; Mortys,Planet Squanch,"S05E05,S02E08,S02E09,S04E03",05-19-2023
869,rick sanchez,DEAD,  human!!  ,Earth (C-137),Anatomy Park,S01E01,INVALID_DATE_2026
7859,  Birdpersonâ€  ,ALIVE,Human,Citadel of Ricks &amp; Mortys,Citadel of Ricks,S03E02|S01E07,2023-03-12
4933,Pickle Rick,Dead, Alien,Abadango,Planet Squanch,S05E04,2018-04-04T12:00:00.000000Z
2618,Beth Smith,N/A,  Mythological Creature    ,unknown,Planet Squanch,S05E07|S01E07|S04E04|S01E08,NOT_A_DATE
6350,Birdperson,UNKNOWN,---,,Gazorpazorp,"S02E02,S05E07,S04E06,S04E02",
3540,Birdperson,???,Mythological Creature,,Planet Squanch,['S05E01'],2024-04-18
7878,Squanchy,UNKNOWN,Alien  ,unknown,NULL,S05E01,2021-10-03
3397,morty smith,unknown,CRONENBERG,N/A,NULL,S03E03|S02E02|S04E06|S04E01,2019-07-03
7471,Meeseeks,Dead,CRONENBERG,Abadango,Gazorpazorp,S01E06,
6951,JERRY SMITH,,Alien  ,Abadango,Earth (C-137),"['S04E01', 'S01E01']",2021-07-19T12:00:00.000000Z
7155,EVIL MORTY,UNKNOWN,  ---    ,Earth (Replacement Dimension),Earth (C-137),['S05E09'],2020-07-08T12:00:00.000000Z
3839,morty smith,alive,Mythological Creature,Signus 5,Earth (C-137),"['S01E02', 'S01E02', 'S04E04', 'S03E03']",NOT_A_DATE
6015,Meeseeks,Dead,  Alien  #VALUE!  ,,Planet Squanch,"['S04E09', 'S05E06', 'S05E02']",02-15-2022
4409,Birdperson,???,Unkn0wn,Earth (Replacement Dimension),Anatomy Park,"S03E04,S01E05,S03E03",24/07/2017
7390,Morty Smith,None,UNKN0WN,Earth (C-137),Anatomy Park,S04E06|S04E06|S02E09|S02E03,
1050,  Evil Morty	  ,UNKNOWN,Robot,,Citadel of Ricks,"S04E03,S03E06,S03E05,S02E06",
